"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","Y"
0.512314844587412,0.0544542609174822,"c",-0.263647466432303,"G","1",0.324345142580569,-0.37318553449586,1.42063545506954,-0.982031041290611,-1.94211929948096,0.0819586240686476,-0.309520218987018,"B",0.325815810682897,"g",0.799284443259239,"D",-0.0506898546591401,-0.661569204647094,0.138681201091944,-0.211358378013888,2.37606974435343
-0.512848187328898,0.12632341729477,"f",-0.666720772627741,"G","1",0.718484490644187,0.0699656529443522,1.37892241726205,-0.491873515769839,-2.12908495436436,-0.431662656832486,-0.657699286937714,"B",0.28979393277352,"d",0.626554220914841,"C",-0.49160968279466,-0.345266447402537,0.00107550192393482,0.446332537773455,0.904433922278335
0.93393897196291,0.317564665339887,"f",0.889851820189506,"F","1",-0.272510331326726,0.00842775443868217,1.06460027881515,-0.226572873070836,-1.91473672919449,-0.30757981678471,0.76957099372521,"D",1.08549806679764,"c",0.800721101462841,"D",-0.495149007998407,-0.166100265923887,1.55957389534983,-0.38824418018459,2.13265770444556
0.6801259622199,-0.0402751457051165,"c",0.120242003817111,"G","-1",0.95496620843187,0.0443394753928847,1.759130294524,-0.312934707384557,-1.65962625880289,0.668567406944931,0.598898314509603,"B",1.30555803018603,"d",-0.0519880116917193,"D",0.17071574786678,0.457876594450878,1.08045337299956,-0.981969607088593,1.19454061626526
-0.817748948094182,0.645936248358339,"c",-0.168844688218087,"G","1",-0.277621530462056,-0.055569388307355,1.18405170422031,-0.593855291604996,-1.8558134747151,-0.829379855189472,-0.321189685259014,"D",0.147756904799666,"d",0.519146216567606,"D",-0.456433456391096,-0.108405767289747,0.193789983331728,-0.247055126853997,0.731069168277459
0.841385469239207,-0.0415850516989381,"f",-0.80125274322927,"F","1",0.760837199166417,-0.499880687333643,1.25125030709377,-0.864784748006737,-1.60899352346736,0.143391120749554,-0.430342448409647,"B",0.407585110210461,"c",0.880804508924484,"C",0.132629974745214,0.444594003725797,1.21348955995562,0.716745789668571,1.23378140547838
0.637976802983525,0.495643883943558,"c",-0.354237875435501,"F","-1",-0.294691163524497,-0.0733603940282873,1.58827631901263,0.16545272199437,-2.30008888598313,-0.440494956914335,-0.415120680816472,"D",1.69637285890694,"d",-0.496072642039508,"C",0.637429646681994,-0.370228124316782,0.00335630999177229,NA,0.805561462889187
0.828072627527541,0.914171868469566,"f",0.553792844060808,"F","-1",0.183805157131352,0.130508805272428,1.19827550268622,0.194690828211606,-1.45233520535287,0.328871809877455,-0.153256856091169,"D",1.89141648801047,"c",0.538750270847231,"D",-0.963064421899617,0.391080272383988,0.755329836122683,-0.361634639841127,0.271319866132105
0.700646514436774,0.345190586522222,"c",-0.811890056356788,"G","-1",-1.14275608777439,0.00168281988027062,1.35683027682988,-0.253086383920163,-2.03161275284715,0.725064878351986,-0.791001418139786,"B",1.48600662785934,"d",-0.516402526758611,"D",-0.550122868735343,0.815694687888026,0.121336764731852,-0.990951317068117,0.883162246808871
0.162383252081985,-0.0386047628243425,"c",-0.64723504614085,"F","1",0.86328819906339,-0.480904774006022,0.945925269439589,-0.269162859313539,-2.27630513319027,0.401331656146795,-0.937585698906332,"D",1.14395702324866,"d",-0.469756933394819,"D",-0.328463386744261,-0.738621858414263,0.0153649903957397,-0.974888488037336,0.671498303590063
-0.695230188931688,-0.0405488219629935,"f",-0.690100433304906,"G","1",-0.0571962441317737,-0.0459502158651678,1.23532295734567,0.0960850478149951,-1.14043350998222,0.180826116818935,0.522937418427318,"B",0.152061245830214,"c",0.660188926383853,"C",-0.687008429318666,0.670944702811539,0.227747170713644,0.252182636574067,0.12554303514239
0.497222125668708,0.54059012979269,"f",-0.22330465214327,"G","1",-0.38016883097589,0.00548505855141953,1.46635764020822,-0.552415689226104,-1.29721334206647,-0.442445809487253,-0.0726703366477854,"B",0.257130385196649,"c",0.341943270526826,"D",-0.889387559145689,0.0595682034426151,0.0214843608385217,-0.175336139873276,1.2934053358084
0.73320397425701,0.22987656109035,"f",0.397712509613484,"F","1",0.398603861081092,0.0323346720069826,0.85724004749871,-0.337554671801627,-2.08710452468065,-0.527774909045547,0.547629684675485,"D",0.627150651255179,"c",0.66927897837013,"C",-0.582870342768729,-0.00838200701400638,0.131103962041505,-0.0493632224690969,0.610737958269693
0.566921491183789,0.931285153463358,"f",0.872304197400808,"G","1",-0.149900557007641,-0.0251027959864868,1.48307492311114,0.261815644335002,-1.75995228332539,-0.0913115404546261,0.0576891098171473,"B",0.845728283357929,"d",0.90298828901723,"C",0.45167719013989,-0.985909748822451,2.21557402864369,0.150064243957819,3.08670045802446
-0.71551395060111,0.578653871081769,"f",0.285905453842133,"G","-1",0.749303190037608,0.014363813324363,1.49592699177283,-0.634105847602716,-1.28926335399076,0.550692203454673,-0.129192835185677,"B",0.615669951631822,"c",-0.31909565301612,"D",NA,-0.661523760296404,0.618686939419373,-0.898938161282293,0.312014676745391
0.797393779824661,0.000765368427638579,"a",-0.639969957061112,"F","1",-0.0797975263558328,-0.466194671113044,1.23857340080744,0.694481328129768,-2.21217595117214,0.22141469316557,0.0848063589073718,"D",1.88763748353754,"d",0.527076915372163,"D",0.789517877157778,-0.00994674349203706,0.217921594177068,-0.373262075917646,0.978467421304003
0.021513364993474,0.191119975876063,"c",-0.98661608574912,"F","1",-2.24592463724971,-0.535920185045596,1.95772723955263,0.22787956148386,-2.21884764435945,-0.744914028191163,-0.025744968559593,"B",0.805065231203647,"d",0.128938659559935,"D",-0.902503836899996,0.246561565436423,0.269052488119411,-0.108189975921216,0.543680254926664
-0.606617048695555,0.423553249333054,"c",-0.662183374166489,"G","1",0.233132188208401,0.031653858756388,1.82174848866674,-0.143792303277298,-1.63299739522296,-0.272662378847599,0.188733997861745,"D",1.31640050519824,"d",0.205795232206583,"D",-0.00155082810670137,-0.831821079365909,1.44371951392145e-05,-0.306085628025118,0.647496995757056
-0.0754526900791298,0.0735202782691897,"c",-0.597356805577874,"G","1",0.634873833972961,-0.753947712481022,1.45212451283654,-0.776165591087192,-1.62586578501828,0.0788194141350687,-0.999779087956995,"D",1.02082928328807,"d",0.430444174446166,"C",0.306053971406072,-0.969949869904667,0.0370167118434292,0.161214080259184,0.682626161814932
0.404258949752631,0.978615026455373,"f",-0.299025367945433,"F","-1",-0.102467381861061,-1.25027422384756,1.63127557679846,-1.60137789505565,-2.16112753509574,0.869110723026097,-0.349704245105386,"D",0.687042831133921,"d",-0.586167566012591,"C",-0.725419253576547,-0.93176465574652,3.13097345263234e-10,-0.251044335945357,0.612973254417433
0.802209416745891,-0.00894352604907253,"c",0.362736318260431,"F","-1",0.474954487290233,-0.135692405514419,1.65947932879777,0.370756905525923,-2.20850420675688,0.581019720062613,0.831064698752016,"B",0.989205096706801,"d",-0.295953184831887,"C",0.862975848373026,0.0785373528705952,0.930549331292623,-0.855890804423854,1.71285273110648
-0.236957904734097,0.139942032889129,"a",-0.805598564911634,"F","1",0.81032312149182,-0.234662530012429,1.78292340859864,-0.312210861593485,-2.46174297380826,-0.47851079236716,-0.16989618819207,"B",1.74002755431276,"d",0.468135067261755,"D",0.726765726227313,-0.237308170180768,0.00410119317460906,-0.486360783412723,2.24074278675378
0.492495467751771,-0.0381089079916653,"f",-0.343007980380207,"F","1",-0.233670931017729,-1.29097908101728,1.31442583984856,0.209565448109061,-2.19204986150146,0.671426292508841,-0.70929798996076,"B",0.0587972875582294,"d",0.556492132600397,"D",-0.91086985450238,-0.364653269294649,0.0191660197173159,-0.459812742709052,1.93490557228386
-0.295738233811421,0.487475337926298,"a",-0.633018004242331,"G","1",0.521016770042479,-0.142183477863718,0.967562298210192,0.927782111801207,-1.84959452346134,-0.933926554396749,0.199098047800362,"B",2.23427751689456,"d",-0.32772531080991,"D",0.67062452621758,-1.18318179041937,0.529717978815109,-0.908485139419689,0.934899543935027
0.230644327896222,0.0479246271869156,"f",0.651849659625441,"G","-1",0.590218012102699,0.120898481889991,1.61383976858496,0.730113460682333,-1.44437015596112,0.925549870356917,0.316280858125538,"B",0.699404577408136,"c",-0.277205920312554,"D",-0.00868396647274494,0.452515544835478,1.53953546646416,-0.862592528949805,0.0651322907506762
0.108017596448394,0.662049648351967,"c",-0.842091797851026,"G","-1",0.152889916207641,0.0769163952835603,1.61740429024642,-0.0277064712718129,-2.12339822719843,0.395674418857623,-0.558393958956003,"B",2.32731997784649,"c",-0.822253557387739,"C",0.186327151954174,-0.0812887102365494,0.00194530888643542,-0.644270250732338,1.56783560536452
-0.565824432215691,0.142129655461758,"c",0.654728564433753,"F","1",0.687688742764294,-0.820019668899477,1.5926672271998,-0.148532181997593,-2.61727671119753,0.976693112868816,0.862134225089538,"D",0.510143179946474,"d",0.856962792575359,"D",0.854860430117697,-0.705997697909422,2.53879665319189,-0.273370199807756,4.97568854664406
0.79189426909414,0.789369120711124,"f",0.989526622463018,"G","-1",-0.483468260150403,-0.0362501653118404,1.52225526768601,0.606098046060652,-2.07228904693474,0.516262678429484,0.737201863434166,"B",0.660985455498166,"c",-0.864588876720518,"C",0.227705773431808,-0.847034104168415,2.94867490461678,-0.999887687529507,1.17792355467139
0.0627851559152241,-0.0132790539517708,"f",-0.116949967574328,"F","1",0.42245311383158,-0.04853179377472,1.44751702879364,-0.728914340502125,-2.28799628239053,0.983904279768467,0.555855628568679,"D",0.850054995735099,"c",0.658683643210679,"D",-0.784326193854213,-0.944977480918169,0.0135766350263421,-0.286513629788162,1.81079500718989
